"id","candidato_id","tema","subtema","titulo","descripcion","fuente","semaforo","semaforo_burbuja","alerta_explicacion","fecha_actualizacion","visible","","","","","","","","","","","","","",""
"p196","lopez","Institucional","Justicia","Reducir violencias basadas en género","La impunidad en violencias basadas en género es inaceptable. Fortaleceremos la capacidad de investigación y sanción de la justicia ordinaria para que los feminicidios, la violencia intrafamiliar y los crímenes de odio contra la población LGBTIQ+ tengan castigos rápidos y ejemplares.","https://claudia-lopez.com/wp-content/uploads/2026/04/Programa-Gobierno-Claudia-Lopez-Leonardo-Huerta.pdf","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p197","lopez","Institucional","Entes de control","Crear la Fiscalía antimafia","Estará a cargo del primer nivel de justicia, el de sometimiento de mafias de la corrupción, el narcotráfico y el crimen organizado. Ese nivel judicial tendrá mínimas garantías, máximas sanciones y aislamiento indefinido para los criminales de las mafias de corrupción, narcotráfico y crimen organizado hasta que lleguen a sentencias judiciales de entrega de sus estructuras criminales, armas, y riqueza. Todo el capital ilegal que se incaute y recupere se reinvertirá en las regiones.","https://claudia-lopez.com/wp-content/uploads/2026/04/Programa-Gobierno-Claudia-Lopez-Leonardo-Huerta.pdf","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p198","lopez","Institucional","Entes de control","Consolidar el Ministerio de Justicia y Seguridad Ciudadana","Para que coordine y opere los otros dos niveles de justicia, el ordinario para la delincuencia común y el restaurativo para faltas a la convivencia, en coordinación con la Fiscalía General de la Nación, la Policía Nacional y la Rama Judicial, reforzando su presencia y operación eficaz en todas las regiones, en coordinación con las alcaldías.","https://claudia-lopez.com/wp-content/uploads/2026/04/Programa-Gobierno-Claudia-Lopez-Leonardo-Huerta.pdf","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p199","lopez","Institucional","Entes de control","Retomar el control de las cárceles","Para garantizar la seguridad y vigilancia y evitar la comisión de delitos desde las cárceles, mediante una reforma penitenciaria integral, una transformación e integración del INPEC a una gendarmería carcelaria y hacer un plan de expansión del sistema carcelario con tecnología, cero corrupción, mayor capacidad y desarrollo de la industria penitenciaria, distinguiendo cárceles para cada uno de los tres niveles de justicia. Los responsables de mafias de corrupción, lavado de activos, narcotráfico y crimen organizado estarán sometidos a un régimen legal y penitenciario diferenciado, con máximo control, vigilancia efectiva y aislamiento de sus redes.","https://claudia-lopez.com/wp-content/uploads/2026/04/Programa-Gobierno-Claudia-Lopez-Leonardo-Huerta.pdf","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p200","lopez","Institucional","Entes de control","Transformar la Procuraduría","Destinar sus funcionarios y recursos a fortalecer la Fiscalía Antimafia, la Fiscalía General en los territorios y el Sistema Nacional de Defensoría Pública. Además se reorientarán hacia la prevención disciplinaria y la vigilancia de la contratación pública y la lucha contra la corrupción, con capacidad para identificar riesgos de corrupción, corregir irregularidades de manera oportuna y activar sanciones efectivas en coordinación con las entidades competentes.","https://claudia-lopez.com/wp-content/uploads/2026/04/Programa-Gobierno-Claudia-Lopez-Leonardo-Huerta.pdf","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p201","espriella","Institucional","Justicia","Cadena perpetua","Promover un referendo para instaurar la cadena perpetua contra abusadores de niños.","https://www.instagram.com/reels/DU3dtlzAH31/","amarillo","","","2026-04-29","si","","","","","","","","","","","","","",""
"p202","espriella","Institucional","Justicia","Ley Patriota","Régimen jurídico especial y transitorio con tres pilares: Facilitar la captura y judicialización rápida mediante procedimientos más expeditos; Limitar beneficios o excarcelaciones automáticas en delitos de alto impacto; Fortalecer la coordinación entre Fiscalía, jueces y fuerza pública para evitar que los procesos se diluyan.","https://defensoresdelapatria.com/e-la-espriella-propone-ley-patriota-contra-la-impunidad/","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p203","espriella","Seguridad","Fuerza Pública","Presencia permanente de la Fuerza Pública en zonas rurales","Desplegar la Fuerza Pública de manera constante en zonas rurales para combatir la extorsión y el abigeato (robo de ganado).","https://defensoresdelapatria.com/el-milagro-de-la-seguridad/","amarillo","","","2026-04-29","si","","","","","","","","","","","","","",""
"p204","espriella","Tierras y Agro","Seguridad rural","Seguridad para veredas y corregimientos","","","","","La Fundación presentó acción popular que busca la protección del patrimonio público y la correcta gestión de los bienes a cargo de la Sociedad de Activos Especiales (SAE), en aras de la defensa de los activos que administra dicha entidad. [Ver accción](https://drive.google.com/drive/folders/1YTAh7chrtPCjUaFFqC55wPpT1xEOyKiA?usp=drive_link)","2026-05-13","si","","","","","","","","","","","","","",""
"p205","espriella","Tierras y Agro","Tierras","Acabar la falsa reforma agraria y volver propietario al campesino","","","","","","2026-05-14","si","","","","","","","","","","","","","",""
"p206","espriella","Tierras y Agro","Comercio y agroindustria","Agricultura productiva y de exportación vs campesina y familiar","Delimitar una política de agricultura campesina y familiar, así como una de agricultura productiva y de exportación.","https://defensoresdelapatria.com/wp-content/uploads/2026/04/PROPUESTAS-DEL-TIGRE.pdf","","","La Fundación presentó coadyuvancia y acciones de nulidad contra la Resolución 124 de 2024 (Fondo de Asociatividad Rural Productiva “Confianza Colombia) y la Resolución 085 de 2024 (cadenas de cultivo), y demanda de nulidad contra el Decreto 1222 de 2025 sobre administración de parafiscales agropecuarios, en defensa de la libertad asociativa de los gremios y de la destinación legal de los recursos parafiscales que sostienen la productividad del campo; presentó acción de inconstitucionalidad ante la Corte Constitucional contra la Ley 2219 de 2022 sobre inspección, vigilancia y control de asociaciones campesinas y agropecuarias. Mediante la Sentencia C-505 de 2025 la Corte estableció que el Gobierno no puede decretar cualquier sanción en contra de las asociaciones agropecuarias y campesinas sin que esté preestablecida en la ley y que para hacerlo debe seguir el debido procedimiento administrativo aplicable. En concordancia, la Fundación también presentó acción de nulidad contra la Resolución 052 de 2025 que reglamentaba dicho régimen, en defensa del principio de legalidad y del debido proceso administrativo sancionatorio sobre los actores del agro; presentó demanda de nulidad contra la Resolución 327 de 2025 del Ministerio de Agricultura, mediante la cual se definió la frontera agrícola nacional, considerando que se habilitan actividades en zonas de muy alta amenaza por movimientos en masa y se extiende la frontera agrícola a zonas de páramo; presentó demanda de nulidad contra la Resolución 83 de 2026 del Ministerio de Ambiente y Desarrollo Sostenible. La resolución califica como “actividades de bajo impacto ambiental” algunas intervenciones constructivas, actividades agropecuarias y obras de riego, sin delimitar su alcance, ubicación o magnitud, pese a que pueden tener impactos considerables sobre los ecosistemas y las áreas de reserva forestal. [Ver acciones](https://drive.google.com/drive/folders/14rL78s9JLflNKYTuYd8tooGClTt2HQQZ?usp=drive_link)
","2026-05-15","si","","","","","","","","","","","","","",""
"p207","espriella","Tierras y Agro","Comercio y agroindustria","Expandir la frontera productiva","Expansión en 1.5 millones de hectáreas, hacer el Matto Grosso colombiano en la altillanura y una apuesta al coco, passifloras, cereales y ganadería regenerativa.","https://defensoresdelapatria.com/wp-content/uploads/2026/04/PROPUESTAS-DEL-TIGRE.pdf","","","","2026-05-16","si","","","","","","","","","","","","","",""
"p208","espriella","Tierras y Agro","Comercio y agroindustria","Escuela de emprendedores rurales","Busca formar a 100 mil jóvenes en prácticas más eficientes y productivas de aporte al campo colombiano y con apoyo de crédito, de asociatividad, de tecnología y de programas de mentoría.","https://defensoresdelapatria.com/wp-content/uploads/2026/04/PROPUESTAS-DEL-TIGRE.pdf","","","","2026-05-17","si","","","","","","","","","","","","","",""
"p209","valencia","Tierras y Agro","Conservación","Restauración de corales","Restauraremos 1 millón de corales, beneficiando a los pescadores y comunidades costeras en los dos océanos, dinamizando así el turismo costero y la economía azul.","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","","2026-05-22","si","","","","","","","","","","","","","",""
"p210","valencia","Tierras y Agro","Conservación","Fortalecimiento de los parques nacionales naturales","Fortaleceremos los parques nacionales naturales. Estos concentran una parte importante de los bosques y humedales en buen estado de protección en el país y, por consiguiente, allí se ubica una gran parte de la enorme riqueza en biodiversidad de Colombia. a) Erradicaremos a los grupos ilegales de los parques nacionales y de las áreas de reserva, como es el caso de los once parques que hoy controlan la Amazonía. b) Erradicaremos del Chocó biogeográfico a la guerrilla del ELN y a los clanes de la mafia que hoy controlan una parte sustancial de este territorio, que en un 70 % son propiedades colectivas de las comunidades negras y en un 6 % son parques nacionales naturales. ","","","","","2026-05-22","si","","","","","","","","","","","","","",""
"p211","valencia","Tierras y Agro","Conservación","Promoción de la bioeconomía","Promoción de la biodiversidad como fuente de riqueza legal del país, aumentando la bioeconomía del 0,8 % al 2 % del PIB en 4 años, con enfoque territorial y comunitario.","","","","","2026-05-22","si","","","","","","","","","","","","","",""
"p212","valencia","Tierras y Agro","Conservación","Familias guardabosques","Familias guardabosques con pago del Estado —incluyendo cuidadores de páramos—, pagos por servicios ambientales e incentivo forestal. La restauración se efectuará con las comunidades, con miras a que estas se beneficien y asegurar su aprovechamiento sostenible.","","","","","2026-05-22","si","","","","","","","","","","","","","",""
"p213","valencia","Tierras y Agro","Conservación","Reforestación comercial","La reforestación comercial se adelantará con prioridad en los valles interandinos, los llanos orientales y las sabanas de la costa. Para el efecto, se fortalecerán en Finagro sustancialmente los recursos económicos para la reforestación. Se establecerá un incentivo dirigido a crear una robusta industria de productos madereros.","","","","","2026-05-22","si","","","","","","","","","","","","","",""
